key,cust,mstyle,model_base,model_vp2,baseline_mode_base,baseline_mode_vp2,old_wkly,new_wkly,old_26w,new_26w,delta_units,delta_pct
1864-BB38480,"AMAZON.COM.KYDC,INC",BB38480,Sparse Intermittent,Sparse Intermittent,,,21.2,21.2,552,552,0,0.0
1864-BB38562,"AMAZON.COM.KYDC,INC",BB38562,Heuristic,Heuristic,,,1.2,1.2,30,30,0,0.0
1864-BB38564,"AMAZON.COM.KYDC,INC",BB38564,Sparse Intermittent,Sparse Intermittent,,,13.8,13.8,360,360,0,0.0
1864-BB38924,"AMAZON.COM.KYDC,INC",BB38924,Sparse Intermittent,Sparse Intermittent,,,16.6,16.6,432,432,0,0.0
1864-BB38925,"AMAZON.COM.KYDC,INC",BB38925,Sparse Intermittent,Sparse Intermittent,,,15.9,15.9,414,414,0,0.0
1864-BB38937,"AMAZON.COM.KYDC,INC",BB38937,Sparse Intermittent,Sparse Intermittent,,,6.9,6.9,180,180,0,0.0
1864-BB38938,"AMAZON.COM.KYDC,INC",BB38938,Sparse Intermittent,Sparse Intermittent,,,1.8,1.8,48,48,0,0.0
1864-BB38972,"AMAZON.COM.KYDC,INC",BB38972,Sparse Intermittent,Sparse Intermittent,,,8.3,8.3,216,216,0,0.0
1864-BB38976,"AMAZON.COM.KYDC,INC",BB38976,Sparse Intermittent,Sparse Intermittent,,,32.3,32.3,840,840,0,0.0
1864-BB38993,"AMAZON.COM.KYDC,INC",BB38993,New/Relaunch,New/Relaunch,,,5.5,5.5,144,144,0,0.0
1864-BB38994,"AMAZON.COM.KYDC,INC",BB38994,New/Relaunch,New/Relaunch,,,5.5,5.5,144,144,0,0.0
1864-BB39056,"AMAZON.COM.KYDC,INC",BB39056,Sparse Intermittent,Sparse Intermittent,,,34.2,34.2,888,888,0,0.0
1864-BB39057,"AMAZON.COM.KYDC,INC",BB39057,Sparse Intermittent,Sparse Intermittent,,,41.5,41.5,1080,1080,0,0.0
1864-FF10159,"AMAZON.COM.KYDC,INC",FF10159,Croston's,Croston's,,,1928.5,1928.5,50142,50142,0,0.0
1864-FF10159AMZ2,"AMAZON.COM.KYDC,INC",FF10159AMZ2,Croston's,Croston's,,,94.2,94.2,2448,2448,0,0.0
1864-FF10159AMZ6,"AMAZON.COM.KYDC,INC",FF10159AMZ6,Sparse Intermittent,Sparse Intermittent,,,32.8,32.8,852,852,0,0.0
1864-FF10159EC,"AMAZON.COM.KYDC,INC",FF10159EC,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 34782 units),L13 nz-avg (OOS: fill-rate 8% over 34782 units),2959.4,2959.4,76944,76944,0,0.0
1864-FF10159PCS2,"AMAZON.COM.KYDC,INC",FF10159PCS2,New/Relaunch,New/Relaunch,,,6.0,6.0,156,156,0,0.0
1864-FF10159PCS6,"AMAZON.COM.KYDC,INC",FF10159PCS6,Croston's,Croston's,,,52.6,52.6,1368,1368,0,0.0
1864-FF10162,"AMAZON.COM.KYDC,INC",FF10162,New/Relaunch,New/Relaunch,,,6.0,6.0,156,156,0,0.0
1864-FF10162AMZ2,"AMAZON.COM.KYDC,INC",FF10162AMZ2,Croston's,Croston's,,,3.0,3.0,78,78,0,0.0
1864-FF10162PCS6,"AMAZON.COM.KYDC,INC",FF10162PCS6,Croston's,Croston's,,,3.7,3.7,95,95,0,0.0
1864-FF10465,"AMAZON.COM.KYDC,INC",FF10465,Croston's,Croston's,,,168.9,168.9,4392,4392,0,0.0
1864-FF10475,"AMAZON.COM.KYDC,INC",FF10475,Sparse Intermittent,Sparse Intermittent,,,235.4,235.4,6120,6120,0,0.0
1864-FF10475AMZ2,"AMAZON.COM.KYDC,INC",FF10475AMZ2,Sparse Intermittent,Sparse Intermittent,,,1.4,1.4,36,36,0,0.0
1864-FF10475AMZ6,"AMAZON.COM.KYDC,INC",FF10475AMZ6,Croston's,Croston's,,,1.1,1.1,28,28,0,0.0
1864-FF10475EC,"AMAZON.COM.KYDC,INC",FF10475EC,New/Relaunch,New/Relaunch,,,6.0,6.0,156,156,0,0.0
1864-FF10475PCS2,"AMAZON.COM.KYDC,INC",FF10475PCS2,New/Relaunch,New/Relaunch,,,6.0,6.0,156,156,0,0.0
1864-FF10477,"AMAZON.COM.KYDC,INC",FF10477,New/Relaunch,New/Relaunch,,,6.0,6.0,156,156,0,0.0
1864-FF10477AMZ2,"AMAZON.COM.KYDC,INC",FF10477AMZ2,Sparse Intermittent,Sparse Intermittent,,,19.8,19.8,516,516,0,0.0
1864-FF10477AMZ6,"AMAZON.COM.KYDC,INC",FF10477AMZ6,Croston's,Croston's,,,2.0,2.0,52,52,0,0.0
1864-FF10477PCS2,"AMAZON.COM.KYDC,INC",FF10477PCS2,New/Relaunch,New/Relaunch,,,6.0,6.0,156,156,0,0.0
1864-FF10479,"AMAZON.COM.KYDC,INC",FF10479,OTB (zero),OTB (zero),,,0.0,0.0,0,0,0,0
1864-FF10479EC,"AMAZON.COM.KYDC,INC",FF10479EC,Croston's,Croston's,,,1520.5,1520.5,39534,39534,0,0.0
1864-FF10479PCS2,"AMAZON.COM.KYDC,INC",FF10479PCS2,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 13956 units),L13 nz-avg (OOS: fill-rate 7% over 13956 units),918.2,918.2,23874,23874,0,0.0
1864-FF10479PCS6,"AMAZON.COM.KYDC,INC",FF10479PCS6,Sparse Intermittent,Sparse Intermittent,,,56.0,56.0,1456,1456,0,0.0
1864-FF10479PX2,"AMAZON.COM.KYDC,INC",FF10479PX2,New/Relaunch,New/Relaunch,,,6.0,6.0,156,156,0,0.0
1864-FF10479PX6,"AMAZON.COM.KYDC,INC",FF10479PX6,New/Relaunch,New/Relaunch,,,5.0,5.0,130,130,0,0.0
1864-FF10530,"AMAZON.COM.KYDC,INC",FF10530,Croston's,Croston's,,,472.2,472.2,12276,12276,0,0.0
1864-FF10530AMZ3,"AMAZON.COM.KYDC,INC",FF10530AMZ3,Sparse Intermittent,Sparse Intermittent,,,25.4,25.4,660,660,0,0.0
1864-FF10530AMZ6,"AMAZON.COM.KYDC,INC",FF10530AMZ6,Heuristic,Heuristic,,,13.8,13.8,360,360,0,0.0
1864-FF10530PCS12,"AMAZON.COM.KYDC,INC",FF10530PCS12,Sparse Intermittent,Sparse Intermittent,,,0.2,0.2,6,6,0,0.0
1864-FF10556,"AMAZON.COM.KYDC,INC",FF10556,Heuristic,Heuristic,,,182.4,182.4,4742,4742,0,0.0
1864-FF10556PCS2,"AMAZON.COM.KYDC,INC",FF10556PCS2,Seasonal Baseline,Seasonal Baseline,"L13 all-weeks avg (default: 0 legitimate zero weeks, fill-rate 9%)","L13 all-weeks avg (default: 0 legitimate zero weeks, fill-rate 9%)",3.0,3.0,78,78,0,0.0
1864-FF11348/6,"AMAZON.COM.KYDC,INC",FF11348/6,OTB (zero),OTB (zero),,,0.0,0.0,0,0,0,0
1864-FF11353,"AMAZON.COM.KYDC,INC",FF11353,Croston's,Croston's,,,259.8,259.8,6756,6756,0,0.0
1864-FF11353PCS12,"AMAZON.COM.KYDC,INC",FF11353PCS12,Sparse Intermittent,Sparse Intermittent,,,0.1,0.1,3,3,0,0.0
1864-FF11899/24,"AMAZON.COM.KYDC,INC",FF11899/24,Sparse Intermittent,Sparse Intermittent,,,96.9,96.9,2520,2520,0,0.0
1864-FF11899/24PCS2,"AMAZON.COM.KYDC,INC",FF11899/24PCS2,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF11899PCS2,"AMAZON.COM.KYDC,INC",FF11899PCS2,Croston's,Croston's,,,12.0,12.0,312,312,0,0.0
1864-FF11926,"AMAZON.COM.KYDC,INC",FF11926,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF11926MX,"AMAZON.COM.KYDC,INC",FF11926MX,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF11926PCS3,"AMAZON.COM.KYDC,INC",FF11926PCS3,Sparse Intermittent,Sparse Intermittent,,,3.7,3.7,96,96,0,0.0
1864-FF11926PX24,"AMAZON.COM.KYDC,INC",FF11926PX24,OTB (zero),OTB (zero),,,0.0,0.0,0,0,0,0
1864-FF11927,"AMAZON.COM.KYDC,INC",FF11927,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 0% over 912 units),L13 nz-avg (OOS: fill-rate 0% over 912 units),41.5,41.5,1080,1080,0,0.0
1864-FF11927PCS24,"AMAZON.COM.KYDC,INC",FF11927PCS24,Sparse Intermittent,Sparse Intermittent,,,0.2,0.2,6,6,0,0.0
1864-FF12008/4,"AMAZON.COM.KYDC,INC",FF12008/4,New/Relaunch,New/Relaunch,,,4.0,4.0,104,104,0,0.0
1864-FF12279,"AMAZON.COM.KYDC,INC",FF12279,Croston's,Croston's,,,121.4,121.4,3156,3156,0,0.0
1864-FF12279PCS2,"AMAZON.COM.KYDC,INC",FF12279PCS2,Croston's,Croston's,,,0.3,0.3,9,9,0,0.0
1864-FF12279PX6,"AMAZON.COM.KYDC,INC",FF12279PX6,Heuristic,Heuristic,,,0.0,0.0,1,1,0,0.0
1864-FF12283,"AMAZON.COM.KYDC,INC",FF12283,Sparse Intermittent,Sparse Intermittent,,,41.5,41.5,1080,1080,0,0.0
1864-FF12283PCS6,"AMAZON.COM.KYDC,INC",FF12283PCS6,Croston's,Croston's,,,0.0,0.0,0,0,0,0
1864-FF12300/24,"AMAZON.COM.KYDC,INC",FF12300/24,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 10% over 38712 units),L13 nz-avg (OOS: fill-rate 10% over 38712 units),3247.4,3247.4,84432,84432,0,0.0
1864-FF12301/24,"AMAZON.COM.KYDC,INC",FF12301/24,Croston's,Croston's,,,368.3,368.3,9576,9576,0,0.0
1864-FF12301/24AU,AMAZON AUSTRALIA,FF12301/24AU,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF12302/24,"AMAZON.COM.KYDC,INC",FF12302/24,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF12302/24EC,"AMAZON.COM.KYDC,INC",FF12302/24EC,Croston's,Croston's,,,680.3,680.3,17688,17688,0,0.0
1864-FF12302/24PCS2,"AMAZON.COM.KYDC,INC",FF12302/24PCS2,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF12302PCS2,"AMAZON.COM.KYDC,INC",FF12302PCS2,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 1266 units),L13 nz-avg (OOS: fill-rate 8% over 1266 units),75.7,75.7,1968,1968,0,0.0
1864-FF12353,"AMAZON.COM.KYDC,INC",FF12353,New/Relaunch,New/Relaunch,,,6.0,6.0,156,156,0,0.0
1864-FF12353AMZ,"AMAZON.COM.KYDC,INC",FF12353AMZ,Sparse Intermittent,Sparse Intermittent,,,52.6,52.6,1368,1368,0,0.0
1864-FF12353COS,"AMAZON.COM.KYDC,INC",FF12353COS,New/Relaunch,New/Relaunch,,,6.0,6.0,156,156,0,0.0
1864-FF12353PCS2,"AMAZON.COM.KYDC,INC",FF12353PCS2,Sparse Intermittent,Sparse Intermittent,,,2.3,2.3,60,60,0,0.0
1864-FF12354,"AMAZON.COM.KYDC,INC",FF12354,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 6% over 156 units),L13 nz-avg (OOS: fill-rate 6% over 156 units),17.1,17.1,444,444,0,0.0
1864-FF12354COS,"AMAZON.COM.KYDC,INC",FF12354COS,New/Relaunch,New/Relaunch,,,6.0,6.0,156,156,0,0.0
1864-FF12354PCS6,"AMAZON.COM.KYDC,INC",FF12354PCS6,Sparse Intermittent,Sparse Intermittent,,,0.2,0.2,4,4,0,0.0
1864-FF12355,"AMAZON.COM.KYDC,INC",FF12355,Croston's,Croston's,,,69.2,69.2,1800,1800,0,0.0
1864-FF12355COS,"AMAZON.COM.KYDC,INC",FF12355COS,New/Relaunch,New/Relaunch,,,6.0,6.0,156,156,0,0.0
1864-FF12375,"AMAZON.COM.KYDC,INC",FF12375,Sparse Intermittent,Sparse Intermittent,,,416.3,416.3,10824,10824,0,0.0
1864-FF12375PCS6,"AMAZON.COM.KYDC,INC",FF12375PCS6,Croston's,Croston's,,,2.0,2.0,52,52,0,0.0
1864-FF12375PX2,"AMAZON.COM.KYDC,INC",FF12375PX2,Croston's,Croston's,,,6.2,6.2,162,162,0,0.0
1864-FF12376,"AMAZON.COM.KYDC,INC",FF12376,Croston's,Croston's,,,808.8,808.8,21030,21030,0,0.0
1864-FF12376PCS6,"AMAZON.COM.KYDC,INC",FF12376PCS6,Seasonal Baseline,Seasonal Baseline,"L13 all-weeks avg (default: 3 legitimate zero weeks, fill-rate 6%)","L13 all-weeks avg (default: 3 legitimate zero weeks, fill-rate 6%)",3.1,3.1,80,80,0,0.0
1864-FF12376PX2,"AMAZON.COM.KYDC,INC",FF12376PX2,Sparse Intermittent,Sparse Intermittent,,,4.2,4.2,108,108,0,0.0
1864-FF12377,"AMAZON.COM.KYDC,INC",FF12377,Sparse Intermittent,Sparse Intermittent,,,38.8,38.8,1008,1008,0,0.0
1864-FF12377PCS2,"AMAZON.COM.KYDC,INC",FF12377PCS2,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 6% over 141 units),L13 nz-avg (OOS: fill-rate 6% over 141 units),13.3,13.3,345,345,0,0.0
1864-FF12377PCS6,"AMAZON.COM.KYDC,INC",FF12377PCS6,Croston's,Croston's,,,0.5,0.5,13,13,0,0.0
1864-FF12378,"AMAZON.COM.KYDC,INC",FF12378,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 852 units),L13 nz-avg (OOS: fill-rate 8% over 852 units),56.5,56.5,1470,1470,0,0.0
1864-FF12378PCS6,"AMAZON.COM.KYDC,INC",FF12378PCS6,Croston's,Croston's,,,0.7,0.7,18,18,0,0.0
1864-FF12378PX2,"AMAZON.COM.KYDC,INC",FF12378PX2,Heuristic,Heuristic,,,7.8,7.8,204,204,0,0.0
1864-FF12379/6,"AMAZON.COM.KYDC,INC",FF12379/6,Croston's,Croston's,,,38.5,38.5,1002,1002,0,0.0
1864-FF12379/6PCS2,"AMAZON.COM.KYDC,INC",FF12379/6PCS2,New/Relaunch,New/Relaunch,,,5.0,5.0,130,130,0,0.0
1864-FF12380/6,"AMAZON.COM.KYDC,INC",FF12380/6,Sparse Intermittent,Sparse Intermittent,,,195.7,195.7,5088,5088,0,0.0
1864-FF12380/6PCS2,"AMAZON.COM.KYDC,INC",FF12380/6PCS2,New/Relaunch,New/Relaunch,,,6.0,6.0,156,156,0,0.0
1864-FF12508,"AMAZON.COM.KYDC,INC",FF12508,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 20016 units),L13 nz-avg (OOS: fill-rate 7% over 20016 units),1686.5,1686.5,43848,43848,0,0.0
1864-FF12649,"AMAZON.COM.KYDC,INC",FF12649,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 2% over 990 units),L13 nz-avg (OOS: fill-rate 2% over 990 units),57.9,57.9,1506,1506,0,0.0
1864-FF12649PCS2,"AMAZON.COM.KYDC,INC",FF12649PCS2,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 2% over 489 units),L13 nz-avg (OOS: fill-rate 2% over 489 units),51.3,51.3,1335,1335,0,0.0
1864-FF12653PCS2,"AMAZON.COM.KYDC,INC",FF12653PCS2,Croston's,Croston's,,,1.5,1.5,39,39,0,0.0
1864-FF12655,"AMAZON.COM.KYDC,INC",FF12655,Reactivating,Reactivating,,,36.0,36.0,936,936,0,0.0
1864-FF12655AU,AMAZON AUSTRALIA,FF12655AU,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF12655EC,"AMAZON.COM.KYDC,INC",FF12655EC,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 6% over 19998 units),L13 nz-avg (OOS: fill-rate 6% over 19998 units),1323.2,1323.2,34404,34404,0,0.0
1864-FF12656,"AMAZON.COM.KYDC,INC",FF12656,Sparse Intermittent,Sparse Intermittent,,,48.9,48.9,1272,1272,0,0.0
1864-FF12689,"AMAZON.COM.KYDC,INC",FF12689,Croston's,Croston's,,,3221.5,3221.5,83760,83760,0,0.0
1864-FF12717,"AMAZON.COM.KYDC,INC",FF12717,Croston's,Croston's,,,0.0,0.0,0,0,0,0
1864-FF12806,"AMAZON.COM.KYDC,INC",FF12806,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 9% over 7680 units),L13 nz-avg (OOS: fill-rate 9% over 7680 units),555.7,555.7,14448,14448,0,0.0
1864-FF12806PCS48,"AMAZON.COM.KYDC,INC",FF12806PCS48,OTB (zero),OTB (zero),,,0.0,0.0,0,0,0,0
1864-FF12823,"AMAZON.COM.KYDC,INC",FF12823,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 34128 units),L13 nz-avg (OOS: fill-rate 7% over 34128 units),2900.3,2900.3,75408,75408,0,0.0
1864-FF12823PCS12,"AMAZON.COM.KYDC,INC",FF12823PCS12,Croston's,Croston's,,,6.8,6.8,178,178,0,0.0
1864-FF12823PX12,"AMAZON.COM.KYDC,INC",FF12823PX12,New/Relaunch,New/Relaunch,,,5.0,5.0,130,130,0,0.0
1864-FF12824,"AMAZON.COM.KYDC,INC",FF12824,Sparse Intermittent,Sparse Intermittent,,,103.8,103.8,2700,2700,0,0.0
1864-FF12824PCS12,"AMAZON.COM.KYDC,INC",FF12824PCS12,Sparse Intermittent,Sparse Intermittent,,,0.3,0.3,8,8,0,0.0
1864-FF12824PX12,"AMAZON.COM.KYDC,INC",FF12824PX12,New/Relaunch,New/Relaunch,,,5.0,5.0,130,130,0,0.0
1864-FF12825,"AMAZON.COM.KYDC,INC",FF12825,Croston's,Croston's,,,155.1,155.1,4032,4032,0,0.0
1864-FF12825PCS12,"AMAZON.COM.KYDC,INC",FF12825PCS12,Sparse Intermittent,Sparse Intermittent,,,0.2,0.2,6,6,0,0.0
1864-FF12837,"AMAZON.COM.KYDC,INC",FF12837,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 9342 units),L13 nz-avg (OOS: fill-rate 7% over 9342 units),890.1,890.1,23142,23142,0,0.0
1864-FF12837PCS2,"AMAZON.COM.KYDC,INC",FF12837PCS2,Croston's,Croston's,,,7.8,7.8,204,204,0,0.0
1864-FF12837PCS6,"AMAZON.COM.KYDC,INC",FF12837PCS6,Croston's,Croston's,,,0.6,0.6,16,16,0,0.0
1864-FF12842,"AMAZON.COM.KYDC,INC",FF12842,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 9% over 28320 units),L13 nz-avg (OOS: fill-rate 9% over 28320 units),2418.9,2418.9,62892,62892,0,0.0
1864-FF12842PCS12,"AMAZON.COM.KYDC,INC",FF12842PCS12,Sparse Intermittent,Sparse Intermittent,,,4.7,4.7,122,122,0,0.0
1864-FF12842PCS3,"AMAZON.COM.KYDC,INC",FF12842PCS3,Croston's,Croston's,,,203.5,203.5,5292,5292,0,0.0
1864-FF12843,"AMAZON.COM.KYDC,INC",FF12843,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 11544 units),L13 nz-avg (OOS: fill-rate 7% over 11544 units),978.5,978.5,25440,25440,0,0.0
1864-FF12843PCS12,"AMAZON.COM.KYDC,INC",FF12843PCS12,Croston's,Croston's,,,6.4,6.4,166,166,0,0.0
1864-FF12843PCS3,"AMAZON.COM.KYDC,INC",FF12843PCS3,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 10% over 3732 units),L13 nz-avg (OOS: fill-rate 10% over 3732 units),424.8,424.8,11044,11044,0,0.0
1864-FF12846,"AMAZON.COM.KYDC,INC",FF12846,Croston's,Croston's,,,330.5,330.5,8592,8592,0,0.0
1864-FF12846PCS24,"AMAZON.COM.KYDC,INC",FF12846PCS24,Croston's,Croston's,,,1.2,1.2,30,30,0,0.0
1864-FF12846PCS8,"AMAZON.COM.KYDC,INC",FF12846PCS8,Sparse Intermittent,Sparse Intermittent,,,84.8,84.8,2205,2205,0,0.0
1864-FF12849,"AMAZON.COM.KYDC,INC",FF12849,Croston's,Croston's,,,157.4,157.4,4092,4092,0,0.0
1864-FF12849PCS12,"AMAZON.COM.KYDC,INC",FF12849PCS12,Croston's,Croston's,,,2.0,2.0,52,52,0,0.0
1864-FF12849PCS3,"AMAZON.COM.KYDC,INC",FF12849PCS3,Croston's,Croston's,,,56.3,56.3,1464,1464,0,0.0
1864-FF12850,"AMAZON.COM.KYDC,INC",FF12850,Sparse Intermittent,Sparse Intermittent,,,290.8,290.8,7560,7560,0,0.0
1864-FF12850PCS2,"AMAZON.COM.KYDC,INC",FF12850PCS2,Croston's,Croston's,,,6.0,6.0,156,156,0,0.0
1864-FF12850PCS24,"AMAZON.COM.KYDC,INC",FF12850PCS24,Sparse Intermittent,Sparse Intermittent,,,0.3,0.3,9,9,0,0.0
1864-FF12850PCS8,"AMAZON.COM.KYDC,INC",FF12850PCS8,New/Relaunch,New/Relaunch,,,6.0,6.0,156,156,0,0.0
1864-FF12852,"AMAZON.COM.KYDC,INC",FF12852,Croston's,Croston's,,,100.2,100.2,2604,2604,0,0.0
1864-FF12852PCS12,"AMAZON.COM.KYDC,INC",FF12852PCS12,Croston's,Croston's,,,0.2,0.2,4,4,0,0.0
1864-FF12852PCS3,"AMAZON.COM.KYDC,INC",FF12852PCS3,Croston's,Croston's,,,142.2,142.2,3696,3696,0,0.0
1864-FF12853,"AMAZON.COM.KYDC,INC",FF12853,Croston's,Croston's,,,1991.1,1991.1,51768,51768,0,0.0
1864-FF12853PCS12,"AMAZON.COM.KYDC,INC",FF12853PCS12,Croston's,Croston's,,,2.8,2.8,73,73,0,0.0
1864-FF12853PCS3,"AMAZON.COM.KYDC,INC",FF12853PCS3,Croston's,Croston's,,,70.6,70.6,1836,1836,0,0.0
1864-FF12887,"AMAZON.COM.KYDC,INC",FF12887,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 3% over 33161 units),L13 nz-avg (OOS: fill-rate 3% over 33161 units),2745.2,2745.2,71376,71376,0,0.0
1864-FF12887PCS12,"AMAZON.COM.KYDC,INC",FF12887PCS12,Croston's,Croston's,,,5.9,5.9,154,154,0,0.0
1864-FF13115,"AMAZON.COM.KYDC,INC",FF13115,Sparse Intermittent,Sparse Intermittent,,,33.2,33.2,864,864,0,0.0
1864-FF13116,"AMAZON.COM.KYDC,INC",FF13116,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF13154,"AMAZON.COM.KYDC,INC",FF13154,Sparse Intermittent,Sparse Intermittent,,,43.4,43.4,1128,1128,0,0.0
1864-FF13154PCS2,"AMAZON.COM.KYDC,INC",FF13154PCS2,Croston's,Croston's,,,3.1,3.1,81,81,0,0.0
1864-FF13421AU,AMAZON AUSTRALIA,FF13421AU,Inactive,Inactive,,,0.0,0.0,0,0,0,0
1864-FF13874,"AMAZON.COM.KYDC,INC",FF13874,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 7176 units),L13 nz-avg (OOS: fill-rate 7% over 7176 units),749.8,749.8,19494,19494,0,0.0
1864-FF13874PCS6,"AMAZON.COM.KYDC,INC",FF13874PCS6,Croston's,Croston's,,,8.6,8.6,224,224,0,0.0
1864-FF13874PX6,"AMAZON.COM.KYDC,INC",FF13874PX6,New/Relaunch,New/Relaunch,,,5.0,5.0,130,130,0,0.0
1864-FF13875,"AMAZON.COM.KYDC,INC",FF13875,Croston's,Croston's,,,302.5,302.5,7866,7866,0,0.0
1864-FF13875PCS6,"AMAZON.COM.KYDC,INC",FF13875PCS6,Sparse Intermittent,Sparse Intermittent,,,12.9,12.9,336,336,0,0.0
1864-FF13875PX6,"AMAZON.COM.KYDC,INC",FF13875PX6,New/Relaunch,New/Relaunch,,,5.0,5.0,130,130,0,0.0
1864-FF13876,"AMAZON.COM.KYDC,INC",FF13876,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 7446 units),L13 nz-avg (OOS: fill-rate 7% over 7446 units),681.7,681.7,17724,17724,0,0.0
1864-FF13876PCS2,"AMAZON.COM.KYDC,INC",FF13876PCS2,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 2190 units),L13 nz-avg (OOS: fill-rate 8% over 2190 units),209.3,209.3,5442,5442,0,0.0
1864-FF13876PCS6,"AMAZON.COM.KYDC,INC",FF13876PCS6,Croston's,Croston's,,,13.8,13.8,359,359,0,0.0
1864-FF13876PX6,"AMAZON.COM.KYDC,INC",FF13876PX6,New/Relaunch,New/Relaunch,,,5.0,5.0,130,130,0,0.0
1864-FF13877,"AMAZON.COM.KYDC,INC",FF13877,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 9210 units),L13 nz-avg (OOS: fill-rate 8% over 9210 units),747.5,747.5,19434,19434,0,0.0
1864-FF13877PCS2,"AMAZON.COM.KYDC,INC",FF13877PCS2,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 12% over 2268 units),L13 nz-avg (OOS: fill-rate 12% over 2268 units),115.8,115.8,3012,3012,0,0.0
1864-FF13877PX6,"AMAZON.COM.KYDC,INC",FF13877PX6,OTB (zero),OTB (zero),,,0.0,0.0,0,0,0,0
1864-FF13878,"AMAZON.COM.KYDC,INC",FF13878,Croston's,Croston's,,,327.5,327.5,8514,8514,0,0.0
1864-FF13878PCS6,"AMAZON.COM.KYDC,INC",FF13878PCS6,Croston's,Croston's,,,8.1,8.1,210,210,0,0.0
1864-FF13878PX6,"AMAZON.COM.KYDC,INC",FF13878PX6,New/Relaunch,New/Relaunch,,,5.0,5.0,130,130,0,0.0
1864-FF13879,"AMAZON.COM.KYDC,INC",FF13879,Croston's,Croston's,,,259.2,259.2,6738,6738,0,0.0
1864-FF13879PCS2,"AMAZON.COM.KYDC,INC",FF13879PCS2,Croston's,Croston's,,,94.7,94.7,2463,2463,0,0.0
1864-FF13879PCS6,"AMAZON.COM.KYDC,INC",FF13879PCS6,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 137 units),L13 nz-avg (OOS: fill-rate 7% over 137 units),5.3,5.3,138,138,0,0.0
1864-FF13880,"AMAZON.COM.KYDC,INC",FF13880,Croston's,Croston's,,,65.3,65.3,1698,1698,0,0.0
1864-FF13880PCS6,"AMAZON.COM.KYDC,INC",FF13880PCS6,Seasonal Baseline,Seasonal Baseline,"L13 all-weeks avg (default: 0 legitimate zero weeks, fill-rate 6%)","L13 all-weeks avg (default: 0 legitimate zero weeks, fill-rate 6%)",3.5,3.5,90,90,0,0.0
1864-FF13881,"AMAZON.COM.KYDC,INC",FF13881,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 5358 units),L13 nz-avg (OOS: fill-rate 8% over 5358 units),475.6,475.6,12366,12366,0,0.0
1864-FF13881PCS6,"AMAZON.COM.KYDC,INC",FF13881PCS6,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 789 units),L13 nz-avg (OOS: fill-rate 8% over 789 units),67.4,67.4,1752,1752,0,0.0
1864-FF13885,"AMAZON.COM.KYDC,INC",FF13885,Seasonal Baseline,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 6696 units),L13 nz-avg (OOS: fill-rate 7% over 6696 units),524.1,524.1,13626,13626,0,0.0
