key,cust,mstyle,desc,model,baseline_mode,old_wkly,new_wkly,old_26w,new_26w,delta_pct
1864-BB19948PCS24,"AMAZON.COM.KYDC,INC",BB19948PCS24,Glad - Everyday Paper Bowls - 12oz - 20c,Croston's,,0.2,0.0,4,1,-75.0
1864-FF33637,"AMAZON.COM.KYDC,INC",FF33637,Arm & Hammer Odor Control Shampoo - Valu,Croston's,,23.1,6.0,600,156,-74.0
1864-BB21642PCS2,"AMAZON.COM.KYDC,INC",BB21642PCS2,Clorox Fraganzia - Air Freshener Beads -,Croston's,,21.9,5.8,570,150,-73.7
1864-FF7263PCS2,"AMAZON.COM.KYDC,INC",FF7263PCS2,Burts Bees Puppy Tearless Shampoo with B,Sparse Intermittent,,47.7,12.7,1239,330,-73.4
1864-BB0151,"AMAZON.COM.KYDC,INC",BB0151,Clorox Fraganzia - Air Freshener Beads -,Sparse Intermittent,,55.4,14.8,1440,384,-73.3
1864-BB29561PCS12,"AMAZON.COM.KYDC,INC",BB29561PCS12,Clorox Fraganzia - 6pk Garbage Can Stick,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 53 units),3.5,6.1,92,159,72.8
1864-BB0231PCS6,"AMAZON.COM.KYDC,INC",BB0231PCS6,Glad - Everyday Plastic Cups - 16oz - 10,Croston's,,3.8,1.0,98,27,-72.4
1864-FF8991AMZ3,"AMAZON.COM.KYDC,INC",FF8991AMZ3,Fresh Step Litter Box Scent Crystals in ,Sparse Intermittent,,107.7,30.2,2800,784,-72.0
1864-BB33048,"AMAZON.COM.KYDC,INC",BB33048,Glad -Slow Cooker Liner 10 CT,Croston's,,12.9,3.7,336,96,-71.4
1864-FF5715PCS72,"AMAZON.COM.KYDC,INC",FF5715PCS72,Arm & Hammer Fresh Breath Enzymatic Toot,Sparse Intermittent,,3.5,6.0,91,156,71.4
1864-BB26737,"AMAZON.COM.KYDC,INC",BB26737,G4K Disney - 6oz Paper Snack Bowls w/o l,Sparse Intermittent,,55.0,16.2,1430,420,-70.6
1864-FF7266PCS2,"AMAZON.COM.KYDC,INC",FF7266PCS2,Burts Bees Itch Soothing Shampoo with Ho,Heuristic,,30.8,9.5,801,246,-69.3
1864-BB0126PCS6,"AMAZON.COM.KYDC,INC",BB0126PCS6,Glad - Everyday Square Paper Plates - 10,Croston's,,0.5,0.2,13,4,-69.2
1864-FF13879PCS6,"AMAZON.COM.KYDC,INC",FF13879PCS6,"Arm & Hammer Med. Male Wraps-15"" -23"" Wa",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 137 units),3.2,5.3,82,138,68.3
1864-BB34826,"AMAZON.COM.KYDC,INC",BB34826,"Glad -Large Size Oven Bags (16"" x 17.5"")",Croston's,,52.2,87.7,1356,2280,68.1
1864-BB0705PCS2,"AMAZON.COM.KYDC,INC",BB0705PCS2,Clorox Scentiva Ã‚Â– Refresher Spray Ã‚Â,Croston's,,62.9,20.7,1635,537,-67.2
1864-FF12852PCS12,"AMAZON.COM.KYDC,INC",FF12852PCS12,Wet Ones Multipurpose Wipe for Cats - 10,Croston's,,0.5,0.2,12,4,-66.7
1864-FF33638,"AMAZON.COM.KYDC,INC",FF33638,Arm & Hammer 2-in-1 Shampoo & Conditione,Croston's,,4.2,1.4,108,36,-66.7
1864-BB0152PCS12,"AMAZON.COM.KYDC,INC",BB0152PCS12,Clorox Fraganzia - Air Freshener Beads -,Croston's,,4.7,1.6,122,41,-66.4
1864-BB15230PCS10,"AMAZON.COM.KYDC,INC",BB15230PCS10,"Glad Kids - 7"" Round Paper Plate - 20ct ",Croston's,,11.6,3.9,301,101,-66.4
1864-BB27019PCS2,"AMAZON.COM.KYDC,INC",BB27019PCS2,"Glad Kids - 8.5"" Round Paper Plate - 24c",Croston's,,60.8,20.6,1580,535,-66.1
1864-FF13876PCS6,"AMAZON.COM.KYDC,INC",FF13876PCS6,"Arm & Hammer Med. Diapers-16.5""-21"" Wais",Croston's,,40.6,13.8,1056,359,-66.0
1864-FF19341PCS2,"AMAZON.COM.KYDC,INC",FF19341PCS2,Fresh Step Litter Box Charcoal Odor Elim,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 6% over 1968 units),68.4,113.1,1779,2940,65.3
1864-BB36982,"AMAZON.COM.KYDC,INC",BB36982,"Glad - 12oz Paper Snack Bowls w/o lid,  ",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 6% over 873 units),36.5,60.2,948,1566,65.2
1864-BB33028,"AMAZON.COM.KYDC,INC",BB33028,"Gladware Holiday - Deep Dish 64oz, Large",Croston's,,44.5,15.7,1158,408,-64.8
1864-FF20210PCS2,"AMAZON.COM.KYDC,INC",FF20210PCS2,Arm & Hammer Itch Relief Shampoo - Chamo,Sparse Intermittent,,5.5,2.0,144,51,-64.6
1864-FF9291/24,"AMAZON.COM.KYDC,INC",FF9291/24,A&H Complete Care Cat Dental Kit - Inclu,Seasonal Baseline,L26 nz-avg (sparse L13),271.4,445.8,7056,11592,64.3
1864-BB0152,"AMAZON.COM.KYDC,INC",BB0152,Clorox Fraganzia - Air Freshener Beads -,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 9% over 288 units),33.2,12.0,864,312,-63.9
1864-BB38924,"AMAZON.COM.KYDC,INC",BB38924,"Kingsford - 16oz Paper Bowls, 50ct - Ame",Sparse Intermittent,,10.2,16.6,264,432,63.6
1864-BB33723,"AMAZON.COM.KYDC,INC",BB33723,Disney Princess Cupcake Liners 32 CT ,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 0% over 596 units),65.5,24.0,1704,624,-63.4
1864-BB0217,"AMAZON.COM.KYDC,INC",BB0217,Clorox Scentiva Ã‚Â– Dish Soap Ã‚Â– 26oz,Sparse Intermittent,,15.7,5.8,408,150,-63.2
1864-FF33543,"AMAZON.COM.KYDC,INC",FF33543,Burt's Bees Manuka Honey Toothpaste for ,Croston's,,7.4,12.0,192,312,62.5
1864-BB13435PCS6,"AMAZON.COM.KYDC,INC",BB13435PCS6,"Glad Kids - 8.5"" Round Paper Plate - 20c",Croston's,,31.5,11.8,820,308,-62.4
1864-BB15230,"AMAZON.COM.KYDC,INC",BB15230,"G4K Paw Patrol - 7"" Round Paper Plates, ",Croston's,,415.4,156.2,10800,4060,-62.4
1864-BB15073,"AMAZON.COM.KYDC,INC",BB15073,"Glad - 16oz Paper Bowls, 50ct - Blue Mos",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 5% over 1032 units),50.1,81.2,1302,2112,62.2
1864-FF8652PCS6,"AMAZON.COM.KYDC,INC",FF8652PCS6,Glad for Pets Activated Carbon Training ,Croston's,,3.2,1.2,82,31,-62.2
1864-BB34403,"AMAZON.COM.KYDC,INC",BB34403,Fabuloso Microfiber Cleaning Cloths Rain,Croston's,,30.5,11.5,792,300,-62.1
1864-FF15592,"AMAZON.COM.KYDC,INC",FF15592,"GNC Pets ESSENTIALS, Calming, All Dog, 6",Sparse Intermittent,,130.2,210.5,3384,5472,61.7
1864-BB21643,"AMAZON.COM.KYDC,INC",BB21643,Clorox Fraganzia - Air Freshener Beads -,Croston's,,24.0,9.2,624,240,-61.5
1864-BB31203PCS4,"AMAZON.COM.KYDC,INC",BB31203PCS4,"Glad - 8.5 "" Square Paper Plates - 75ct ",Croston's,,0.5,0.2,13,5,-61.5
1864-BB36796,"AMAZON.COM.KYDC,INC",BB36796,Clorox Fraganzia - Dryer Sheets - 240ct ,Sparse Intermittent,,6.0,2.3,156,60,-61.5
1864-FF15718,"AMAZON.COM.KYDC,INC",FF15718,Fresh Step Litter Box Deodorizing Gel Po,Croston's,,24.0,9.2,624,240,-61.5
1864-BB35096PCS6,"AMAZON.COM.KYDC,INC",BB35096PCS6,Gladware - Deep Dish 64oz - Large Rectan,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 307 units),20.2,7.9,524,206,-60.7
1864-BB0578PCS12,"AMAZON.COM.KYDC,INC",BB0578PCS12,Glad - Standard Size Cutlery - Plastic S,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 6% over 232 units),6.3,10.2,165,265,60.6
1864-FF4935PCS2,"AMAZON.COM.KYDC,INC",FF4935PCS2,Burts Bees Tear Stain Remover with Chamo,Croston's,,63.2,101.5,1644,2640,60.6
1864-FF7112PCS2,"AMAZON.COM.KYDC,INC",FF7112PCS2,"BioSilk for Dogs Whitening Shampoo, 12 O",Sparse Intermittent,,50.3,19.8,1308,516,-60.6
1864-FF4771AMZ,"AMAZON.COM.KYDC,INC",FF4771AMZ,Burt's Bees Waterless Shampoo Spray for ,Croston's,,593.1,234.2,15420,6090,-60.5
1864-BB12028,"AMAZON.COM.KYDC,INC",BB12028,Clorox Fraganzia - In-Wash Scent Booster,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 7% over 588 units),36.9,59.1,960,1536,60.0
1864-BB31165,"AMAZON.COM.KYDC,INC",BB31165,Clorox Fraganzia - Dryer Sheets - 30ct -,Sparse Intermittent,,13.8,5.5,360,144,-60.0
1864-BB33242,"AMAZON.COM.KYDC,INC",BB33242,"Glad Summer - 16oz Paper Bowls, 50ct - L",Sparse Intermittent,,6.9,2.8,180,72,-60.0
1864-BB35516,"AMAZON.COM.KYDC,INC",BB35516,"Glad - 16oz Paper Bowls, 50ct - Waves",Sparse Intermittent,,2.3,0.9,60,24,-60.0
1864-FF20206EC,"AMAZON.COM.KYDC,INC",FF20206EC,Arm & Hammer Itch Relief Spray,Croston's,,544.6,217.8,14160,5664,-60.0
1864-BB28325,"AMAZON.COM.KYDC,INC",BB28325,"G4K Disney - 10"" Round Paper Plates, 20c",Croston's,,50.8,20.4,1320,530,-59.8
1864-BB28473,"AMAZON.COM.KYDC,INC",BB28473,Clorox Fraganzia - Gel Air Freshener Con,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 10% over 6828 units),1083.2,442.2,28164,11496,-59.2
1864-BB35095,"AMAZON.COM.KYDC,INC",BB35095,"Gladware Everyday - Entree 25oz, Medium ",Sparse Intermittent,,79.8,126.9,2076,3300,59.0
1864-FF13154,"AMAZON.COM.KYDC,INC",FF13154,Fresh Step All in One Litter Scoop - In ,Sparse Intermittent,,104.8,43.4,2724,1128,-58.6
1864-FF7112PCS6,"AMAZON.COM.KYDC,INC",FF7112PCS6,"BioSilk for Dogs Whitening Shampoo, 12 O",Croston's,,1.4,2.2,36,57,58.3
1864-FF31184,"AMAZON.COM.KYDC,INC",FF31184,Burts Bees Deodorizing Wipes with Witch ,Croston's,,24.0,10.2,624,264,-57.7
1864-FF33876,"AMAZON.COM.KYDC,INC",FF33876,Arm & Hammer Cologne - Rose & Sweet Appl,Croston's,,46.2,19.6,1200,510,-57.5
1864-BB0149PCS6,"AMAZON.COM.KYDC,INC",BB0149PCS6,Clorox Fraganzia - Air Freshener Beads -,Heuristic,,57.5,90.5,1496,2354,57.4
1864-FF8653PCS4,"AMAZON.COM.KYDC,INC",FF8653PCS4,Glad for Pets Activated Carbon Training ,Croston's,,7.4,11.6,192,302,57.3
1864-FF13875PCS6,"AMAZON.COM.KYDC,INC",FF13875PCS6,"Arm & Hammer Small Diapers-15"" -19"" Wais",Sparse Intermittent,,20.1,8.6,522,224,-57.1
1864-FF12843PCS12,"AMAZON.COM.KYDC,INC",FF12843PCS12,Wet Ones Anti-Bacterial All Purpose Wipe,Croston's,,14.8,6.4,386,166,-57.0
1864-FF27261,"AMAZON.COM.KYDC,INC",FF27261,BurtÃ‚Â’s Bees Manuka Honey Itch Soothin,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 10% over 408 units),21.7,33.9,564,882,56.4
1864-BB0080EC,"AMAZON.COM.KYDC,INC",BB0080EC,Clorox - Glass Cleaner - Trigger - 32oz ,Croston's,,124.6,54.5,3240,1416,-56.3
1864-BB21641PCS12,"AMAZON.COM.KYDC,INC",BB21641PCS12,Clorox Fraganzia - Air Freshener Beads -,Croston's,,95.0,41.6,2469,1082,-56.2
1864-BB19154,"AMAZON.COM.KYDC,INC",BB19154,"Glad - Assorted Cutlery, 120ct - Clear",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 14% over 162 units),12.0,18.7,312,486,55.8
1864-FF30746,"AMAZON.COM.KYDC,INC",FF30746,Chi Dog Deodorizing Waterless Foam Wash,Croston's,,39.7,17.5,1032,456,-55.8
1864-BB0435,"AMAZON.COM.KYDC,INC",BB0435,Clorox Fraganzia - Dryer Sheets - 80ct -,Croston's,,16.6,7.4,432,192,-55.6
1864-FF37638,"AMAZON.COM.KYDC,INC",FF37638,Arm & Hammer Cat Odor Control & Dander R,Croston's,,8.3,12.9,216,336,55.6
1864-FF5776AMZ,"AMAZON.COM.KYDC,INC",FF5776AMZ,Burt's Bees Shed Control Shampoo for Dog,Sparse Intermittent,,2.1,0.9,54,24,-55.6
1864-BB16534PCS12,"AMAZON.COM.KYDC,INC",BB16534PCS12,Clorox Fraganzia - Aerosol Air Freshener,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 190 units),19.8,8.8,514,230,-55.3
1864-BB27359PCS12,"AMAZON.COM.KYDC,INC",BB27359PCS12,Clorox Fraganzia - 6pk Deodorizing Balls,Croston's,,3.3,1.5,87,39,-55.2
1864-FF22187,"AMAZON.COM.KYDC,INC",FF22187,GLAD - Washable Training Pad - Medium 24,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 4% over 2814 units),125.1,193.8,3252,5040,55.0
1864-FF31061,"AMAZON.COM.KYDC,INC",FF31061,Arm & Hammer Ultra Fresh Deep Cleansing ,Seasonal Baseline,L26 nz-avg (sparse L13),59.5,27.0,1548,702,-54.7
1864-FF7118,"AMAZON.COM.KYDC,INC",FF7118,BioSilk for Dogs Deep Moisture Waterless,Heuristic,,138.0,62.5,3588,1626,-54.7
1864-BB0079AMZ6,"AMAZON.COM.KYDC,INC",BB0079AMZ6,Clorox - Glass Cleaner - Aerosol - 16oz ,Croston's,,2.2,1.0,57,26,-54.4
1864-BB19113,"AMAZON.COM.KYDC,INC",BB19113,Clorox Fraganzia - Air Freshener Beads T,Croston's,,212.5,327.7,5526,8520,54.2
1864-BB30587PCS6,"AMAZON.COM.KYDC,INC",BB30587PCS6,Clorox Fraganzia - Liquid Detergent - 40,Croston's,,1.8,0.8,48,22,-54.2
1864-FF30114,"AMAZON.COM.KYDC,INC",FF30114,Dole Plant Based Jerky; Banana & Dragonf,Croston's,,42.0,19.4,1092,504,-53.8
1864-FF37778,"AMAZON.COM.KYDC,INC",FF37778,Arm & Hammer Odor Control Shampoo - 20 f,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 4506 units),213.0,98.5,5538,2562,-53.7
1864-FF4771AMZ2,"AMAZON.COM.KYDC,INC",FF4771AMZ2,Burts Bees Waterless Shampoo Spray with ,Sparse Intermittent,,45.9,70.5,1194,1833,53.5
1864-BB0012AMZ6,"AMAZON.COM.KYDC,INC",BB0012AMZ6,Clorox - Dishwashing Liquid - 26oz - 6pc,Croston's,,2.2,1.0,58,27,-53.4
1864-FF22031PCS12,"AMAZON.COM.KYDC,INC",FF22031PCS12,Wags & Wiggles Cleanse Hypoallergenic Wi,Croston's,,18.8,8.8,488,228,-53.3
1864-FF29220PCS2,"AMAZON.COM.KYDC,INC",FF29220PCS2,Glad for Pets Activated Carbon Training ,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 10% over 340 units),38.5,18.0,1002,468,-53.3
1864-FF16704,"AMAZON.COM.KYDC,INC",FF16704,Arm and Hammer Cat Litter Box Crystals- ,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 6% over 14412 units),768.5,1176.0,19980,30576,53.0
1864-BB0131EC,"AMAZON.COM.KYDC,INC",BB0131EC,Kingsford - Grill Cleaner - Aerosol - 14,Croston's,,907.4,431.3,23592,11214,-52.5
1864-FF31186,"AMAZON.COM.KYDC,INC",FF31186,Burts Bees Multi-Purpose Wipes with Hone,Croston's,,14.3,21.8,372,567,52.4
1864-FF7372PCS6,"AMAZON.COM.KYDC,INC",FF7372PCS6,"Burts Bees Cat Dander Wipes, 50 Count - ",Croston's,,3.2,1.5,82,39,-52.4
1864-BB13439,"AMAZON.COM.KYDC,INC",BB13439,"G4K - 7"" Round Paper Plates, 20ct - Dino",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 12% over 3480 units),590.3,282.2,15348,7338,-52.2
1864-BB13439PCS6,"AMAZON.COM.KYDC,INC",BB13439PCS6,"Glad Kids - 7"" Round Paper Plates - 20ct",Croston's,,17.6,8.6,457,224,-51.0
1864-FF9059,"AMAZON.COM.KYDC,INC",FF9059,Chi Small Dog Kit,Croston's,,221.1,108.2,5748,2814,-51.0
1864-BB0009AMZ6,"AMAZON.COM.KYDC,INC",BB0009AMZ6,Clorox - Dishwashing Liquid - 26oz - 6pc,Croston's,,4.1,2.0,106,52,-50.9
1864-BB0216,"AMAZON.COM.KYDC,INC",BB0216,Clorox Scentiva Ã‚Â– Dish Soap Ã‚Â– 26oz,Croston's,,12.7,19.2,330,498,50.9
1864-BB0463,"AMAZON.COM.KYDC,INC",BB0463,Kingsford - Non-Stick Grill Topper,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 9% over 780 units),38.5,58.2,1002,1512,50.9
1864-FF22318,"AMAZON.COM.KYDC,INC",FF22318,"Arm & Hammer: Barkies 7"" PP+Pine Saw Dus",Heuristic,,50.8,24.9,1320,648,-50.9
1864-FF31326,"AMAZON.COM.KYDC,INC",FF31326,Arm & Hammer Odor Control 5-in-1 Shampoo,Croston's,,636.0,959.1,16536,24936,50.8
1864-BB0217PCS2,"AMAZON.COM.KYDC,INC",BB0217PCS2,Clorox Scentiva Ã‚Â– Dish Soap Ã‚Â– 26oz,Croston's,,3.0,1.5,78,39,-50.0
1864-BB11417PCS24,"AMAZON.COM.KYDC,INC",BB11417PCS24,Kingsford - Wooden Fire Starter Rolls - ,Sparse Intermittent,,0.2,0.2,4,6,50.0
1864-BB12068PCS24,"AMAZON.COM.KYDC,INC",BB12068PCS24,Kingsford - Wooden Fire Starter Rolls - ,Sparse Intermittent,,0.2,0.3,6,9,50.0
1864-BB16854PCS12,"AMAZON.COM.KYDC,INC",BB16854PCS12,Clorox Scentiva Ã‚Â– Hand Soap Ã‚Â– 14oz,Sparse Intermittent,,0.8,1.3,22,33,50.0
1864-BB19109PCS6,"AMAZON.COM.KYDC,INC",BB19109PCS6,Clorox Fraganzia - Air Freshener Beads T,Croston's,,1.0,0.5,26,13,-50.0
1864-BB21642,"AMAZON.COM.KYDC,INC",BB21642,Clorox Fraganzia - Air Freshener Beads -,Sparse Intermittent,,7.4,11.1,192,288,50.0
1864-BB33243PCS12,"AMAZON.COM.KYDC,INC",BB33243PCS12,Glad - 12oz Paper Bowls - 50ct - Lovely ,Sparse Intermittent,,0.2,0.1,6,3,-50.0
1864-BB35514,"AMAZON.COM.KYDC,INC",BB35514,"Glad - 18oz Plastic Cups, 20ct  - Wave",Sparse Intermittent,,0.9,1.4,24,36,50.0
1864-BB35913,"AMAZON.COM.KYDC,INC",BB35913,"Glad - 16oz Hot Coffee Cups w/Lids, 50ct",Sparse Intermittent,,6.5,9.7,168,252,50.0
1864-BB36896,"AMAZON.COM.KYDC,INC",BB36896,Clorox Fraganzia - Dish Soap - 22oz - La,Sparse Intermittent,,35.1,52.6,912,1368,50.0
1864-BB36898,"AMAZON.COM.KYDC,INC",BB36898,Clorox Fraganzia - Dish Soap - 22oz - Oc,Sparse Intermittent,,24.9,37.4,648,972,50.0
1864-FF10556PCS2,"AMAZON.COM.KYDC,INC",FF10556PCS2,"GLAD Training Pads 23"" x 23"" 150 Pcs in ",Seasonal Baseline,"L13 all-weeks avg (default: 0 legitimate zero weeks, fill-rate 9%)",2.0,3.0,52,78,50.0
1864-FF11926PCS3,"AMAZON.COM.KYDC,INC",FF11926PCS3,Arm & Hammer: Super Treadz Mini Gorilla ,Sparse Intermittent,,2.5,3.7,64,96,50.0
1864-FF12653,"AMAZON.COM.KYDC,INC",FF12653,Arm & Hammer Ultra Fresh 2-in-1 Detangli,Sparse Intermittent,,53.1,79.6,1380,2070,50.0
1864-FF18958,"AMAZON.COM.KYDC,INC",FF18958,Arm & Hammer: Nubbies TriOBone Bone Dent,Sparse Intermittent,,136.6,204.9,3552,5328,50.0
1864-FF21826,"AMAZON.COM.KYDC,INC",FF21826,Disney: Halloween Disney Princess Cinder,Sparse Intermittent,,1.8,2.8,48,72,50.0
1864-FF26577,"AMAZON.COM.KYDC,INC",FF26577,Arm & Hammer: Scrubbies Boomerang Senior,Sparse Intermittent,,3.7,1.8,96,48,-50.0
1864-FF30364,"AMAZON.COM.KYDC,INC",FF30364,"Disney Mickey & Friends: 12"" Mickey Mous",Croston's,,24.0,12.0,624,312,-50.0
1864-FF30760,"AMAZON.COM.KYDC,INC",FF30760,Wet Ones - Face Cleaning Pads - Fragranc,Sparse Intermittent,,7.4,11.1,192,288,50.0
1864-FF31064PCS6,"AMAZON.COM.KYDC,INC",FF31064PCS6,Palmer's for Pets Itch & Hot Spot Relief,Sparse Intermittent,,1.8,0.9,48,24,-50.0
1864-FF4936PCS24,"AMAZON.COM.KYDC,INC",FF4936PCS24,Burts Bees Paw & Nose Lotion with Rosema,Sparse Intermittent,,0.2,0.2,4,6,50.0
1864-FF9256,"AMAZON.COM.KYDC,INC",FF9256,Chi Rubber Fur Accumulator,Croston's,,24.0,12.0,624,312,-50.0
1864-SF8167AMZ3,"AMAZON.COM.KYDC,INC",SF8167AMZ3,Arm & Hammer Adv Care Fresh Breath Enzym,Heuristic,,1.8,0.9,48,24,-50.0
1864-BB15073PCS6,"AMAZON.COM.KYDC,INC",BB15073PCS6,Glad Everyday - 16oz Paper Bowl - 50ct -,Croston's,,8.8,4.5,230,116,-49.6
1864-BB26612PCS12,"AMAZON.COM.KYDC,INC",BB26612PCS12,Glad for Kids Disney - 3oz Paper Bath Cu,Croston's,,12.7,6.5,330,168,-49.1
1864-BB26587,"AMAZON.COM.KYDC,INC",BB26587,G4K Disney - 6oz Paper Snack Bowls w/o l,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 2% over 12420 units),511.2,761.2,13290,19790,48.9
1864-FF36211,"AMAZON.COM.KYDC,INC",FF36211,Arm & Hammer: Kitty Crispies Cat Dental ,Croston's,,68.1,35.0,1770,910,-48.6
1864-BB29714,"AMAZON.COM.KYDC,INC",BB29714,Clorox Fraganzia - Dryer Sheets - 105ct ,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 9% over 702 units),87.5,45.0,2274,1170,-48.5
1864-FF8424AMZ4,"AMAZON.COM.KYDC,INC",FF8424AMZ4,Fresh Step Drawstring Litter Box Liners ,Croston's,,20.8,10.7,540,279,-48.3
1864-BB0234PCS2,"AMAZON.COM.KYDC,INC",BB0234PCS2,Glad - Everyday Paper Bowls - 16oz - 15c,Croston's,,16.3,8.4,423,219,-48.2
1864-FF27260,"AMAZON.COM.KYDC,INC",FF27260,BurtÃ‚Â’s Bees Manuka Honey Deodorizing ,Croston's,,25.4,13.2,660,342,-48.2
1864-BB22094PCS2,"AMAZON.COM.KYDC,INC",BB22094PCS2,Fabuloso-Sponges Rainbow 4 CT - 2 COUNT ,Sparse Intermittent,,12.5,6.5,324,168,-48.1
1864-FF4771PCS3,"AMAZON.COM.KYDC,INC",FF4771PCS3,Burts Bees Waterless Shampoo Spray with ,Croston's,,1.9,2.8,50,74,48.0
1864-FF28457PCS2,"AMAZON.COM.KYDC,INC",FF28457PCS2,"Dole Dog Biscuits, Assorted Bag (Banana ",Croston's,,11.1,5.8,288,150,-47.9
1864-BB35099PCS2,"AMAZON.COM.KYDC,INC",BB35099PCS2,Gladware - Matchware Value Pack - 20ct (,Croston's,,1.8,0.9,46,24,-47.8
1864-FF33137,"AMAZON.COM.KYDC,INC",FF33137,Biosilk for Dogs Silk Therapy Irresistib,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 8% over 1800 units),165.9,87.0,4314,2262,-47.6
1864-FF7258PCS2,"AMAZON.COM.KYDC,INC",FF7258PCS2,Burts Bees Oatmeal Dog Shampoo with Coll,Croston's,,218.3,114.3,5676,2973,-47.6
1864-FF8990AMZ3,"AMAZON.COM.KYDC,INC",FF8990AMZ3,Fresh Step Litter Box Scent Crystals in ,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 6% over 4432 units),487.8,256.2,12684,6660,-47.5
1864-BB16537PCS12,"AMAZON.COM.KYDC,INC",BB16537PCS12,Clorox Fraganzia - Aerosol Air Freshener,Croston's,,2.1,1.1,55,29,-47.3
1864-FF30879,"AMAZON.COM.KYDC,INC",FF30879,Dole Molded Chew; Banana; 8oz bag/5ct  [,Sparse Intermittent,,25.4,37.4,660,972,47.3
1864-FF38488,"AMAZON.COM.KYDC,INC",FF38488,Arm & Hammer Hypoallergenic Wipes - 100 ,Croston's,,25.4,37.4,660,972,47.3
1864-FF4849AMZ,"AMAZON.COM.KYDC,INC",FF4849AMZ,Burt's Bees Hypoallergenic Shampoo for D,Croston's,,425.8,225.7,11070,5868,-47.0
1864-BB20552PCS12,"AMAZON.COM.KYDC,INC",BB20552PCS12,Glad - Standard Size Cutlery - Plastic F,Croston's,,1.9,1.0,49,26,-46.9
1864-FF14365PCS3,"AMAZON.COM.KYDC,INC",FF14365PCS3,Wet Ones for Pets Hypoallergenic Multi-P,Croston's,,53.5,28.5,1392,740,-46.8
1864-FF12837PCS6,"AMAZON.COM.KYDC,INC",FF12837PCS6,Arm & Hammer Deodorizing & Dander Reduci,Croston's,,1.2,0.6,30,16,-46.7
1864-FF31481,"AMAZON.COM.KYDC,INC",FF31481,Dole: Lasting Chew - Apple: 8oz bag/10ct,Seasonal Baseline,L13 nz-avg (OOS: fill-rate 13% over 1236 units),147.2,78.5,3828,2040,-46.7
1864-FF31324,"AMAZON.COM.KYDC,INC",FF31324,Arm & Hammer Odor Control No-Rinse Foam,Croston's,,49.6,72.7,1290,1890,46.5
1864-FF31062,"AMAZON.COM.KYDC,INC",FF31062,Arm & Hammer Ultra Fresh Itch Relief Sha,Croston's,,226.8,121.6,5898,3162,-46.4
1864-BB34389,"AMAZON.COM.KYDC,INC",BB34389,Fabuloso-Sponges Rainbow 12 CT,Croston's,,18.0,9.7,468,252,-46.2
1864-BB35043,"AMAZON.COM.KYDC,INC",BB35043,"Gladware Everyday - Mini 4oz, Mini Round",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 12% over 1992 units),157.8,230.8,4104,6000,46.2
1864-FF32826PCS2,"AMAZON.COM.KYDC,INC",FF32826PCS2,Fresh Step Charcoal Litter Box Pad Fresh,Croston's,,3.0,1.6,78,42,-46.2
1864-FF7263AMZN,"AMAZON.COM.KYDC,INC",FF7263AMZN,Burt's Bees Tearless Puppy Shampoo 16oz,Sparse Intermittent,,12.0,17.5,312,456,46.2
1864-BB30279,"AMAZON.COM.KYDC,INC",BB30279,Clorox Fraganzia - Aerosol Air Freshener,Croston's,,21.2,11.5,552,300,-45.7
1864-BB36990,"AMAZON.COM.KYDC,INC",BB36990,"G4K - 6oz Paper Snack Bowls w/o lid, 20c",Seasonal Baseline,L13 nz-avg (OOS: fill-rate 6% over 1248 units),118.1,64.2,3070,1670,-45.6
1864-FF10530AMZ6,"AMAZON.COM.KYDC,INC",FF10530AMZ6,A&H Heavy Duty Multi-Purpose Pet Wipes -,Heuristic,,25.2,13.8,656,360,-45.1
1864-FF28459,"AMAZON.COM.KYDC,INC",FF28459,"Dole: Dog Chews, Assorted (Strawberry + ",Sparse Intermittent,,94.2,136.6,2448,3552,45.1
1864-BB0149PCS12,"AMAZON.COM.KYDC,INC",BB0149PCS12,Clorox Fraganzia - Air Freshener Beads -,Croston's,,34.1,18.8,887,488,-45.0
